X,Y,OBJECTID,GIS_LOC_ID,STATUS,ISSUE_AUTH,P_TYPE,P_CAT,P_CAT_CODE,PERMIT_ID,P_FEAT_ID,PRIMARY_PF,PF_TYPE,TOTAL_PF,MODNR_ID,FAC_NAME,FAC_ADD1,FAC_ADD2,FAC_CITY,FAC_ZIP,FAC_ZIP4,FAC_PHONE,FAC_COUNTY,REGION,HSE_DIST,SNT_DIST,UTMEASTING,UTMNORTHNG,DATECOLL,HCOLLTEXT,SOURCESCAL,HACCURACY,PDOP,EPE,HDATUMNAME,UTMZONE,SOURCECODE,REFPTTEXT,VERIFTEXT,GIS_APPR,SIC_CODE,SIC_DESC,NAICS_CODE,NAICS_DESC,PF_ACTIVE,PF_INITIAL,PF_ISSUE,PF_EXPIRE,CA_NAME,CA_ADD1,CA_ADD2,CA_CITY,CA_STATE,CA_ZIP,CA_ZIP4,CA_LEVEL,AFOCLASS,CAFO_REAS,BEEF,DAIRY,BROILERS,LAYERS,PULLETS,TURKEYS,SW_OVR_55,SW_UND_55,GOAT,HORSE,PF_TOTALAU,LAND_ACRES,RUNOFFAREA,EST_MAN_G,EST_MAN_T,EST_LIQ_G,EST_LIQ_T,STR_AGST,STR_AGSTDD,STR_AD,STR_ADDD,STR_BGST,STR_BGSTDD,STR_CP,STR_CPDD,STR_EP,STR_EPDD,STR_ISP,STR_ISPDD,STR_NONE,STR_NONEDD,STR_OP,STR_OPDD,STR_RSS,STR_RSSDD,STR_SL,STR_SLDD,STR_UP,STR_UPDD,STR_WWTL,STR_WWTLDD,NMP,NMP_DATE,G_TRT_TYPE,WASTE_CODE,WASTE_TYPE,EDU,FLOW_DSGN,FLOW_ACT,OWN_NAME,OWN_ADDR1,OWN_ADDR2,OWN_CITY,OWN_STATE,OWN_ZIP,OWN_PLUS4,OWN_CNTRY,QTR_3,QTR_2,QTR_1,SECTION_,TOWNSHIP,T_DIR,RANGE,R_DIR,LAND_GRANT,REC_STREAM,REC_STM_CL,DSG_303D,WBID,WB_NAME,WB_CLASS,DIS_RECSTM,NHD_ID,NO_DISG_CL,HUC_8,SUB_WATERS
-93.421900700110172,38.528117855941353,84,74703,Effective,Water Protection Program,GPCF,General CAFO IC,gencafoIC,MOGS10473,001,Y,Land Application Site,1,12324,Flat Creek Farms of Pettis County Inc,14949 Elm Branch, ,WINDSOR,65360, ,4797502775,Pettis,KCR,0,0,463226,4264497,2014-05-23T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3094,"Broiler, Fryer, And Roaster Chickens",0, ,2014-05-23T00:00:00.000Z,2014-05-30T00:00:00.000Z,2014-05-30T00:00:00.000Z,2018-01-27T00:00:00.000Z,Flat Creek Farms of Pettis County Inc,3952 Belle Mead Street, ,Springdale,AR,72762, , ,Class IC, ,0,0,249000,0,0,0,0,0,0,0,1992,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0,0,Flat Creek Farms of Pettis County Inc,3952 Belle Mead Street, ,Springdale,AR,72762, ,USA, ,NE,SE,02,43,N,23,W, ,Tributary to Flat Creek,UNCLASSIFIED,N,865,Flat Cr.,C,0.8, ,N,10300103,0201
-92.930568079505832,40.21111633373134,85,74307,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,SM3,N,Receiving Water Monitoring,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,505909,4451191,2010-05-12T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,N/A - Instream Monitoring,INSTR,N/A - Instream Monitoring, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA, ,SW,SW,33,63,N,18,W, ,Tributary to East Yellow Creek,UNCLASSIFIED,N,597,E. Yellow Cr.,P,0, ,N,10280103,1102
-92.901195936075425,40.1824538033907,86,74306,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,SM2,N,Receiving Water Monitoring,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508412,4448012,2010-05-12T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,N/A - Instream Monitoring,INSTR,N/A - Instream Monitoring, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA, ,SW,SE,10,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,N,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.893345735844008,40.214727848449407,87,74305,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,SM1,N,Receiving Water Monitoring,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,509076,4451595,2010-05-12T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,N/A - Instream Monitoring,INSTR,N/A - Instream Monitoring, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA, ,E,SE,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,N,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.910252681409517,40.217922531894416,88,74304,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,025,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507637,4451948,2010-05-12T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,NW,NW,SW,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.909729494681699,40.22249893022105,89,74303,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,026,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507681,4452456,2010-05-12T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,Land Application,DSW,Domestic (Sanitary) Wastewater, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,NW,NW,34,63,N,18,W, ,Tributary Mussel Fork Creek,UNCLASSIFIED,N,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.911953399115916,40.220554600533127,90,74302,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,023,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507492,4452240,2010-05-11T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,Storm Water,SWNDPW,Storm water/incidental non-domes process, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,NW,SW,NW,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.899183976627313,40.200561170533092,91,74301,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,017,N,Storm Water Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508581,4450022,2010-05-11T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,Storm Water,SW,Storm Water, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA, , ,SE,03,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.89779586441432,40.201668121284435,92,74300,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,015,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508699,4450145,2010-05-11T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2010-05-11T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0, ,0, ,0, ,0, ,0, ,0,N,0,N,0,N,0,Y,,Lagoon,DSW,Domestic (Sanitary) Wastewater, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,NW,SE,3,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.911953399115916,40.220554600533127,93,74299,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,024,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507492,4452240,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Mechanical Plant,MNR,Manure, ,0,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA, ,SW,NW,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,N,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.91150727812628,40.211139369402545,94,74298,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,014,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507531,4451195,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5601290,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015346,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SW,SW,SW,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.913958364154581,40.215060335905321,95,74297,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,013,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507322,4451630,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5601290,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015346,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,NE,SE,33,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.913846261690466,40.220060505544303,96,74296,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,012,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507331,4452185,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5589245,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015313,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,S,SE,NE,33,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.908697872388018,40.220507031999553,97,74295,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,011,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,507769,4452235,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5629760,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015424,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,NE,SW,NW,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.898851237137265,40.218895162510904,98,74294,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,010,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508607,4452057,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5574645,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015273,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,SW,NE,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.901405289007855,40.216338678793853,99,74293,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,009,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508390,4451773,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5807150,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.01591,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SW,NW,SE,34,63,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.898427297275063,40.211588113261406,100,74292,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,008,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508644,4451246,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5803865,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015901,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,NW,NE,NE,03,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.897261591541692,40.205334507644032,101,74291,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,007,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508744,4450552,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5865915,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.016071,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SW,SE,NE,03,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.890655301818853,40.199616441985533,102,74290,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,006,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,509307,4449918,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,3,NAD83,15,WPCB,Wastewater Lagoon,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5956435,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.016319,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,NE,SW,SW,02,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.900515575991619,40.197895513109678,103,74289,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,005,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508468,4449726,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5806785,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015909,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,SW,SE,03,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
-92.904235605370033,40.192700170979265,104,74288,Expired,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0118478,004,N,Outfall,23,10551,"MBM, Valley View Farm",22686 Ivan Drive, ,GREENCASTLE,63544, ,6608744881,Sullivan,NER,0,0,508152,4449149,2010-05-13T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2004-04-16T00:00:00.000Z,1997-06-06T00:00:00.000Z,2010-11-29T00:00:00.000Z,2015-11-28T00:00:00.000Z,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,PRINCETON,MO,64673, , ,Class IA,Designated,0,0,0,0,0,0,8832,0,0,0,3533,3604,0,0,0,5806420,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.015908,0,Murphy-Brown of Missouri LLC,17999 US Highway 65, ,Princeton,MO,64673, ,USA,SE,NE,NW,10,62,N,18,W, ,Tributary to Mussel Fork Creek,UNCLASSIFIED,Y,674,Mussel Fk.,C,0, ,N,10280202,0301
